transaction_id,amount_kzt,transaction_hour,is_night,device_os,is_new_device,time_on_screen_sec,merchant_category,is_fraud
350,147.0,11,0,Android,1,87,Services,0
5308,215796.0,14,0,Android,0,245,Entertainment,0
7461,50000.0,7,0,iOS,0,262,Grocery,0
1337,10000.0,11,0,Android,0,76,Grocery,0
878,3700.0,19,0,iOS,0,66,Services,0
2429,2000.0,23,1,iOS,1,74,Grocery,0
6408,6000.0,11,0,Web,0,96,Services,0
7517,12000.0,22,0,Android,0,175,Entertainment,0
1441,25000.0,14,0,Android,1,267,P2P,0
4436,300000.0,17,0,iOS,1,88,Electronics,1
5154,1500.0,13,0,Android,0,282,Grocery,0
9931,13400.0,17,0,iOS,0,19,Grocery,0
824,2000.0,7,0,Android,0,237,Electronics,0
1145,11516.0,22,0,iOS,0,52,P2P,0
7832,100000.0,10,0,Android,0,257,Electronics,0
9794,3000.0,17,0,iOS,1,9,Electronics,0
10452,20000.0,9,0,iOS,0,205,P2P,0
2044,5000.0,15,0,iOS,0,153,Grocery,0
9680,4000.0,0,1,iOS,0,108,P2P,0
1124,360000.0,13,0,Android,0,36,P2P,0
3437,12000.0,15,0,Web,0,191,Grocery,0
6439,5000.0,9,0,iOS,0,237,Entertainment,0
1577,4000.0,19,0,iOS,0,272,Entertainment,0
1939,50000.0,10,0,Android,0,61,P2P,0
2203,8520.0,9,0,Android,1,46,P2P,0
1732,30000.0,20,0,iOS,0,133,P2P,0
1527,39000.0,15,0,Android,0,258,Services,0
3026,10000.0,18,0,iOS,0,253,Entertainment,0
4984,25000.0,16,0,iOS,0,41,Services,0
5240,10000.0,15,0,Android,0,130,P2P,0
11364,20000.0,17,0,Android,0,14,Entertainment,0
2465,4000.0,21,0,Android,0,64,Grocery,0
5188,7000.0,12,0,Web,0,190,Services,0
7812,40000.0,17,0,iOS,0,271,Entertainment,0
3235,30000.0,18,0,iOS,0,135,Grocery,0
4212,1000.0,18,0,Android,0,89,Grocery,0
9826,6000.0,20,0,Android,0,164,Grocery,0
8446,135000.0,10,0,iOS,0,213,P2P,0
9919,6000.0,11,0,iOS,0,149,Electronics,1
11496,135000.0,11,0,Android,0,238,Services,0
12320,6000.0,15,0,Android,0,31,Services,0
1324,10000.0,2,1,iOS,0,207,Electronics,0
2053,30000.0,15,0,Android,0,157,Entertainment,0
5243,1000000.0,15,0,iOS,0,30,Grocery,0
7921,11000.0,20,0,Android,0,38,P2P,0
9641,50000.0,16,0,iOS,0,249,Grocery,0
488,9000.0,16,0,Android,0,192,P2P,0
2943,60000.0,12,0,iOS,0,231,Grocery,0
3147,1500.0,23,1,Web,0,76,Entertainment,0
4901,192000.0,15,0,Android,0,166,Grocery,0
4025,5760.0,17,0,iOS,0,258,Grocery,0
4541,2500.0,22,0,iOS,0,141,Electronics,0
6143,140000.0,22,0,iOS,0,248,Entertainment,0
6828,35000.0,9,0,Android,0,100,Grocery,0
7411,37400.0,18,0,iOS,0,203,P2P,0
8617,15000.0,20,0,iOS,0,176,Entertainment,0
9270,30000.0,8,0,iOS,0,226,Services,0
10364,69000.0,18,0,iOS,0,49,Services,0
10624,11000.0,21,0,Android,0,145,Entertainment,0
1240,3000.0,15,0,Web,0,97,Entertainment,0
7359,100000.0,16,0,Android,0,137,Electronics,0
8771,314400.0,17,0,Android,0,61,Services,0
8822,25000.0,19,0,Android,0,149,Entertainment,0
9606,600.0,17,0,iOS,0,39,Grocery,0
10321,10.0,11,0,Android,0,243,Services,0
2355,800.0,8,0,iOS,0,6,Services,0
6964,30000.0,21,0,iOS,0,248,P2P,0
7648,10000.0,14,0,iOS,0,274,Electronics,0
9149,39000.0,15,0,iOS,0,229,Services,0
10302,1000.0,15,0,Android,0,139,Services,0
11100,2000.0,17,0,Android,0,72,Entertainment,0
4466,22777.0,21,0,Android,0,140,Electronics,0
9200,10000.0,10,0,iOS,0,229,P2P,0
11395,1000.0,19,0,iOS,0,212,P2P,0
11851,12000.0,17,0,iOS,0,57,Grocery,0
2633,6000.0,15,0,Android,0,97,Grocery,0
6612,5000.0,12,0,iOS,0,118,Grocery,0
9363,20000.0,21,0,Web,0,156,Grocery,0
1799,5000.0,7,0,Web,0,52,Entertainment,0
6244,25000.0,14,0,Android,0,45,P2P,0
333,150.0,16,0,iOS,0,56,Entertainment,0
661,1600.0,15,0,Web,0,90,P2P,0
3615,120000.0,11,0,iOS,0,294,Services,0
6824,30000.0,21,0,Android,0,196,Grocery,0
7091,5000.0,15,0,Android,0,197,Entertainment,0
7615,100000.0,18,0,Android,0,218,Services,0
39,400.0,7,0,Web,1,44,Entertainment,0
71,10000.0,22,0,iOS,0,213,Entertainment,0
74,10000.0,13,0,Android,0,50,Electronics,0
75,3000.0,20,0,Android,0,206,Services,0
128,294900.0,18,0,Android,0,56,Grocery,0
1010,217300.0,22,0,Android,0,148,Grocery,0
1543,50000.0,6,0,iOS,0,220,Grocery,0
1749,200.0,21,0,Web,0,217,Services,0
5413,100000.0,14,0,Android,1,194,Electronics,0
5518,10000.0,11,0,Android,0,198,P2P,0
4487,149600.0,18,0,Web,0,272,Electronics,0
5773,200000.0,10,0,Web,1,148,P2P,0
8768,10000.0,12,0,Android,0,297,Entertainment,0
6133,4000.0,19,0,Web,0,296,Grocery,0
11299,2000.0,14,0,Android,0,179,Entertainment,0
1330,15000.0,22,0,Android,0,171,Electronics,1
1639,90000.0,17,0,iOS,0,179,Services,0
2164,115000.0,14,0,Android,0,137,P2P,0
2421,150000.0,19,0,iOS,0,267,Electronics,0
8401,4000.0,12,0,Android,0,229,P2P,0
2567,10000.0,16,0,iOS,0,267,Entertainment,0
7338,20000.0,17,0,iOS,0,220,Electronics,0
11026,10000.0,19,0,iOS,0,89,Electronics,0
11818,30000.0,8,0,Android,1,120,Services,0
3181,2200.0,14,0,Android,0,17,Grocery,0
9493,15000.0,8,0,iOS,0,6,P2P,0
10779,378000.0,23,1,Web,0,119,Entertainment,0
2464,10000.0,11,0,Android,0,189,Grocery,0
2873,45000.0,14,0,Android,0,108,Services,0
3547,11000.0,20,0,Android,0,27,Entertainment,0
6283,138400.0,14,0,iOS,0,168,Electronics,0
9542,4471.0,13,0,iOS,0,111,Services,0
9824,10000.0,15,0,Android,0,246,Electronics,0
10221,5000.0,12,0,iOS,0,119,P2P,0
5554,80000.0,20,0,Android,0,219,Grocery,0
6810,1000.0,7,0,Android,0,89,Services,0
8285,336000.0,17,0,Android,0,12,Electronics,0
9779,6000.0,10,0,Android,0,105,Grocery,0
2155,25000.0,13,0,Android,0,165,Grocery,0
3390,6545.0,11,0,iOS,0,257,Entertainment,0
3906,400.0,11,0,Android,0,60,Electronics,0
5242,18003.0,18,0,iOS,0,273,P2P,0
8958,1000.0,10,0,iOS,0,34,Services,0
11177,1000.0,8,0,iOS,0,16,Entertainment,0
11803,300000.0,12,0,Android,0,190,P2P,0
1177,20000.0,13,0,Android,0,9,Services,0
3236,20000.0,17,0,iOS,0,170,P2P,0
11217,10000.0,19,0,iOS,0,79,Entertainment,0
11959,8000.0,10,0,Android,0,215,Electronics,0
12226,5000.0,13,0,Android,0,177,P2P,0
10868,100.0,11,0,iOS,0,67,Electronics,0
12214,600.0,19,0,Android,0,239,P2P,0
12247,20000.0,20,0,Web,0,189,Entertainment,0
12811,34800.0,17,0,iOS,0,198,P2P,0
2638,15000.0,18,0,iOS,0,39,Entertainment,0
4331,129000.0,17,0,iOS,0,164,Grocery,0
5258,9896.8,21,0,Android,0,159,Grocery,0
6512,1000.0,9,0,Android,0,120,Entertainment,0
7094,21800.0,17,0,iOS,0,102,Services,0
7410,600.0,5,1,Android,0,176,Grocery,0
9509,15000.0,22,0,iOS,0,240,P2P,0
1494,1000.0,7,0,Android,0,183,Grocery,0
4953,80000.0,13,0,Android,0,139,P2P,0
10581,100000.0,13,0,Android,0,297,P2P,0
569,35000.0,13,0,Web,0,121,Entertainment,0
3973,4079.0,2,1,Android,0,284,Entertainment,0
6144,130000.0,15,0,iOS,0,108,Electronics,0
6989,50000.0,22,0,Android,0,275,Services,0
8411,188283.0,17,0,iOS,0,67,P2P,0
9976,10000.0,8,0,Android,0,271,Electronics,0
